app_id,developer,publisher,owners_range,concurrent_users_yesterday,price,initial_price,genres,positive,negative
1227690,Greylock Studio,Greylock Studio,"500,000 .. 1,000,000",69,249,2499,"Action, Indie",6798,315
39150,Square Enix,Square Enix,"500,000 .. 1,000,000",99,479,1199,RPG,8005,1067
1238020,BioWare,Electronic Arts,"500,000 .. 1,000,000",24,449,2999,"Action, RPG, Strategy",1922,635
1402020,Bezbro Games,Bezbro Games,"500,000 .. 1,000,000",21,0,0,"Action, Adventure, Indie, Free To Play",3294,710
2129810,Studio Fizbin,Thunderful Publishing,"500,000 .. 1,000,000",3,999,999,"Action, Adventure, Indie, RPG",253,47
1012790,CM IMMERSIVE,CM IMMERSIVE,"500,000 .. 1,000,000",33,1499,2999,"Action, Indie",10089,694
613830,Square Enix,Square Enix,"500,000 .. 1,000,000",172,749,1499,RPG,9887,1313
1182900,Asobo Studio,Focus Entertainment,"500,000 .. 1,000,000",136,1499,4999,"Action, Adventure",18772,1838
421050,Daedalic Entertainment,Daedalic Entertainment,"500,000 .. 1,000,000",9,1999,1999,"Adventure, Indie",3291,551
1611600,Eugen Systems,Eugen Systems,"500,000 .. 1,000,000",873,1599,3999,"Action, Indie, Simulation, Strategy",10303,2368
1367550,Ironhide Game Studio,Ironhide Game Studio,"500,000 .. 1,000,000",192,999,1999,Strategy,9248,545
622650,Joey Drew Studios,Joey Drew Studios,"500,000 .. 1,000,000",86,599,1999,"Action, Adventure, Indie, Strategy",26052,3238
1182620,Freebird Games,Freebird Games,"500,000 .. 1,000,000",12,999,999,"Adventure, Casual, Indie, RPG",11287,486
934700,Dambuster Studios,Deep Silver,"500,000 .. 1,000,000",1023,499,4999,"Action, Adventure",10392,2983
1676840,IronOak Games,Curve Games,"500,000 .. 1,000,000",374,849,2499,"Adventure, Indie, RPG, Strategy",8827,3999
1434950,Konstantin Koshutin,MicroProse Software,"500,000 .. 1,000,000",51,1499,2999,"Action, Adventure, Indie, Strategy",5845,738
1794960,Sonic Team,SEGA,"500,000 .. 1,000,000",43,899,2999,"Action, Adventure, Casual",3563,1323
15700,Oddworld Inhabitants,Oddworld Inhabitants,"500,000 .. 1,000,000",7,299,299,Adventure,3716,639
2060130,Terrible Toybox,Devolver Digital,"500,000 .. 1,000,000",20,749,2499,"Adventure, Casual",7805,713
621830,KT Racing,Nacon,"500,000 .. 1,000,000",484,199,1999,Racing,9957,2327
552620,AtomTeam,AtomTeam,"500,000 .. 1,000,000",75,749,1499,RPG,8888,1887
597220,Asymmetric,Asymmetric,"500,000 .. 1,000,000",53,1099,1099,"Adventure, Indie, RPG",9536,222
8800,Firaxis Games,2K,"500,000 .. 1,000,000",1395,599,2999,Strategy,4423,169
692890,RyseUp Studios,RyseUp Studios,"500,000 .. 1,000,000",429,1249,2499,"Action, Indie",20701,988
268130,Suspicious Developments,Suspicious Developments,"500,000 .. 1,000,000",21,1499,1499,"Action, Adventure, Indie, Strategy",6756,390
2334730,Realm Archive,Realm Archive,"500,000 .. 1,000,000",499,629,699,"Action, Casual, Indie, RPG, Early Access",18498,1829
1331550,Hovgaard Games,Hovgaard Games,"500,000 .. 1,000,000",460,2299,2299,"Indie, Simulation, Early Access",9952,760
410340,LuGus Studios,LuGus Studios,"500,000 .. 1,000,000",423,1499,1999,"Indie, Racing, Simulation, Sports",10535,572
12710,Triumph Studios,"Codemasters, Electronic Arts","500,000 .. 1,000,000",18,199,999,RPG,2175,166
287920,Star Vault AB,Star Vault AB,"500,000 .. 1,000,000",3,0,0,"Action, Free To Play, Indie, Massively Multiplayer, RPG",1545,1410
1895880,"Insomniac Games, Nixxes Software",PlayStation Publishing LLC,"500,000 .. 1,000,000",95,2399,5999,"Action, Adventure",12370,1307
233980,@unepic_fran,Unepic Games,"500,000 .. 1,000,000",9,1299,1299,"Action, Indie, RPG",7297,687
47400,Firefly Studios,Firefly Studios,"500,000 .. 1,000,000",6,299,2999,"Simulation, Strategy",1514,3139
1056600,YGGDRAZIL GROUP PUBLIC COMPANY LIMITED,Shift Now,"500,000 .. 1,000,000",1,0,0,"Action, Indie, Strategy, Early Access",4561,3669
323060,Choice Provisions,Choice Provisions,"500,000 .. 1,000,000",2,749,1499,"Casual, Indie, RPG, Strategy",1737,739
1448530,Invincibles Studio Ltd,Invincibles Studio Ltd,"500,000 .. 1,000,000",25,0,0,"Sports, Free To Play",1546,528
1766740,Two Star Games,Two Star Games,"500,000 .. 1,000,000",31,1999,1999,"Action, Adventure, Indie",14293,1372
874240,VALOFE,VALOFE,"500,000 .. 1,000,000",0,0,0,"Action, Adventure, Free To Play, Massively Multiplayer, RPG",1827,1876
1608070,"Square Enix, TOSE CO., LTD.",Square Enix,"500,000 .. 1,000,000",59,1749,4999,"Action, RPG",6667,751
1144400,YUZUSOFT,"HIKARI FIELD, NekoNyan Ltd.","500,000 .. 1,000,000",406,1854,3499,"Adventure, Casual",30868,358
1649080,Two Point Studios,SEGA,"500,000 .. 1,000,000",191,449,2999,"Casual, Indie, Simulation, Strategy",5711,823
1488200,Dancing Dragon Games,indie.io,"500,000 .. 1,000,000",409,699,1999,"Adventure, Indie, RPG, Strategy",12253,699
486310,Might and Delight,Might and Delight,"500,000 .. 1,000,000",7,699,699,"Adventure, Indie, Massively Multiplayer",5283,626
227180,Reverie World Studios,Space Bullet Dynamics Corporation,"500,000 .. 1,000,000",3,0,0,"Free To Play, Indie, Massively Multiplayer, RPG, Simulation, Strategy",1871,908
495910,Neople,Neople,"500,000 .. 1,000,000",173,0,0,"Action, Adventure, Massively Multiplayer, RPG, Free To Play",3397,2141
239120,Square Enix,Square Enix,"500,000 .. 1,000,000",48,799,1599,RPG,2731,583
2187290,Alawar,Alawar,"500,000 .. 1,000,000",83,104,699,"Action, Adventure, Indie, Strategy",9127,874
882790,JSL Entertainment,"JSL Entertainment, Phoenix Game","500,000 .. 1,000,000",25,2109,2109,RPG,12053,1215
274290,Deconstructeam,Devolver Digital,"500,000 .. 1,000,000",2,199,999,"Adventure, Indie",2030,851
458710,Ironhide Game Studio,Ironhide Game Studio,"500,000 .. 1,000,000",185,499,999,Strategy,9103,305
1437880,"USERJOY Technology Co.,Ltd.","USERJOY Technology Co.,Ltd., Phoenix Game","500,000 .. 1,000,000",323,699,699,"RPG, Simulation, Strategy",2289,552
1273400,weltenbauer. Software Entwicklung GmbH,astragon Entertainment,"500,000 .. 1,000,000",310,749,2499,"Casual, Simulation",9193,1967
1577120,Supermassive Games,2K Games,"500,000 .. 1,000,000",256,599,5999,Adventure,15732,3533
734750,Fiveamp,Fiveamp,"500,000 .. 1,000,000",97,0,0,"Adventure, Casual, Indie, RPG, Simulation, Strategy, Free To Play",5965,933
2515020,Square Enix,Square Enix,"500,000 .. 1,000,000",737,1999,4999,"Action, RPG",18243,4800
1374490,Jagex Ltd,"Jagex Ltd, Graph","500,000 .. 1,000,000",851,2099,2999,"Action, Adventure, RPG, Early Access",15430,2970
315210,Rocksteady Studios,Warner Bros. Games,"500,000 .. 1,000,000",159,349,6999,Action,9370,5371
13560,Ubisoft,Ubisoft,"500,000 .. 1,000,000",15,999,999,Action,2951,413
222940,SNK CORPORATION,SNK CORPORATION,"500,000 .. 1,000,000",29,0,0,Action,9351,1127
619150,Luden.io,Luden.io,"500,000 .. 1,000,000",11,1299,1299,"Indie, Simulation",6967,651
674140,Young Horses,Young Horses,"500,000 .. 1,000,000",97,999,2499,"Action, Adventure, Casual, Indie",7185,195
1364100,DigiTales Interactive,"Assemble Entertainment, WhisperGames, Mayflower Entertainment","500,000 .. 1,000,000",3,159,1599,"Adventure, Indie",2273,198
928600,Codemasters,"Codemasters, Electronic Arts","500,000 .. 1,000,000",66,0,0,"Racing, Simulation, Sports",19965,2263
1282590,Dovetail Games,Dovetail Games - TSW,"500,000 .. 1,000,000",36,799,1999,Simulation,6650,1512
1401590,Gameloft,Gameloft,"500,000 .. 1,000,000",3587,2799,3999,"Action, Adventure, Casual, RPG, Simulation",19111,1682
1216710,Aluba Van+,"摸鱼游戏, Aluba Van+","500,000 .. 1,000,000",38,349,999,"Indie, RPG, Simulation",13720,1000
322190,Image & Form Games,Image & Form Games,"500,000 .. 1,000,000",27,1499,1499,"RPG, Strategy",5622,390
2108180,AtomTeam,AtomTeam,"500,000 .. 1,000,000",4,1749,2499,"Adventure, RPG",190,32
1578650,Jump Over The Age,Fellow Traveller,"500,000 .. 1,000,000",36,1999,1999,"Adventure, Indie, RPG",7522,583
324310,stillalive studios,astragon Entertainment,"500,000 .. 1,000,000",7,199,999,Simulation,2624,1084
98400,Flying Wild Hog,Good Shepherd Entertainment,"500,000 .. 1,000,000",1,1499,1499,"Action, Indie",3939,869
1465460,Jutsu Games,Games Operators,"500,000 .. 1,000,000",806,1749,2499,"Action, Indie, Simulation, Strategy, Early Access",11530,3058
71250,SEGA,SEGA,"500,000 .. 1,000,000",88,399,799,,15415,1432
1150440,Tindalos Interactive,Focus Entertainment,"500,000 .. 1,000,000",276,1199,3999,"Action, Strategy",13803,1847
1466640,Digixart,Deep Silver,"500,000 .. 1,000,000",144,499,1996,"Action, Adventure, Indie",19660,1758
1840080,Blackbird Interactive,"Gearbox Publishing, 2K","500,000 .. 1,000,000",32,1979,5999,"Simulation, Strategy",3238,4791
790820,SEGA,SEGA,"500,000 .. 1,000,000",61,4999,4999,"Action, RPG, Strategy",5759,854
1436990,Teneke Kafalar,"Teneke Kafalar, Kwalee","500,000 .. 1,000,000",62,299,499,"Casual, Indie, RPG, Strategy",4368,442
2072450,RGG Studio,SEGA,"500,000 .. 1,000,000",655,1749,6999,"Action, Adventure, RPG",18253,1666
1281590,Supermassive Games,BANDAI NAMCO Entertainment Europe,"500,000 .. 1,000,000",44,989,2999,Adventure,7794,1010
321400,Supra Games,Supra Games,"500,000 .. 1,000,000",3,0,0,"Action, Casual, Indie, Sports, Free To Play",2504,742
1903620,Team17,Team17,"500,000 .. 1,000,000",25,499,2499,"Adventure, Indie, Simulation",4185,273
258520,The Astronauts,The Astronauts,"500,000 .. 1,000,000",4,399,1999,"Adventure, Indie",7805,1026
898750,Bandai Namco Forge Digitals Inc.,Bandai Namco Entertainment,"500,000 .. 1,000,000",283,1499,5999,"RPG, Simulation, Strategy",5285,817
981890,SEGA,SEGA,"500,000 .. 1,000,000",10,599,3999,"Casual, Sports",1299,1395
270850,Red Dot Games,PlayWay S.A.,"500,000 .. 1,000,000",2,83,699,Simulation,4227,864
2415010,Two and a Half Studios,Two and a Half Studios,"500,000 .. 1,000,000",186,0,0,"Indie, Simulation, Free To Play",10302,181
21970,Eugen Systems,Eugen Systems,"500,000 .. 1,000,000",207,2249,2999,Strategy,2630,184
2109460,YooGame,YooGame,"500,000 .. 1,000,000",112,299,299,"Casual, Indie, RPG, Simulation",11177,392
427100,TML-Studios,Aerosoft GmbH,"500,000 .. 1,000,000",70,1499,2999,"Casual, Simulation",8322,2863
1486920,Slipgate Ironworks™,"3D Realms, Knights Peak, Saber Interactive","500,000 .. 1,000,000",528,3999,3999,"Action, Strategy",6276,767
2651280,"Insomniac Games, Nixxes Software",PlayStation Publishing LLC,"500,000 .. 1,000,000",1348,4019,5999,"Action, Adventure",14423,4589
967250,Agafonoff,Agafonoff,"500,000 .. 1,000,000",5,65,299,"Action, Adventure, Casual, Indie, RPG, Simulation",3003,572
756800,Crazy Rocks,PlayWay S.A.,"500,000 .. 1,000,000",429,1199,2999,"Action, Adventure, Simulation",19433,1046
245280,Ninja Theory,BANDAI NAMCO Entertainment,"500,000 .. 1,000,000",19,1999,1999,"Action, Adventure",6548,1080
107200,MinMax Games Ltd.,MinMax Games Ltd.,"500,000 .. 1,000,000",10,999,999,"Action, Indie, RPG, Strategy",2819,283
1493640,DON'T NOD,Focus Entertainment,"500,000 .. 1,000,000",86,4999,4999,"Action, Adventure, RPG",5288,840
1157390,NeocoreGames,NeocoreGames,"500,000 .. 1,000,000",231,1349,4499,"RPG, Strategy",5721,1112
49540,Gearbox Software,SEGA,"500,000 .. 1,000,000",13,2999,2999,Action,7064,4498
523660,Digital Cybercherries,Digital Cybercherries,"500,000 .. 1,000,000",55,1624,2499,"Action, Adventure, Casual, Indie, Strategy",3873,411
482400,Nightdive Studios,"Atari, Nightdive Studios","500,000 .. 1,000,000",86,1199,3999,"Action, Adventure",9788,941
1921980,DigiTales Interactive,Assemble Entertainment,"500,000 .. 1,000,000",4,399,1599,"Adventure, Indie",293,30
555220,RedCandleGames,RedCandleGames,"500,000 .. 1,000,000",9,239,1199,"Adventure, Indie",11782,2596
388880,Night School Studio,Night School Studio,"500,000 .. 1,000,000",11,999,999,"Adventure, Indie",10861,979
2446550,Aspyr,Aspyr,"500,000 .. 1,000,000",33,3501,3501,Action,1748,5881
1574580,Bad Viking,Iceberg Interactive,"500,000 .. 1,000,000",134,543,1599,"Adventure, Indie, Simulation",12466,686
272470,NeocoreGames,NeocoreGames,"500,000 .. 1,000,000",8,1499,1499,"Action, Adventure, Indie, RPG",1767,796
1191840,HideChara,HideChara,"500,000 .. 1,000,000",16,499,499,"Casual, Indie, Strategy",3536,386
1031140,Everguild Ltd.,Everguild Ltd.,"500,000 .. 1,000,000",142,0,0,"Adventure, Strategy, Free To Play",1815,1102
1486630,Explosive Squat Games,HypeTrain Digital,"500,000 .. 1,000,000",38,1999,1999,"Action, Indie",4337,476
737800,Codemasters,"Codemasters, Electronic Arts","500,000 .. 1,000,000",117,0,0,"Racing, Simulation, Sports",11911,1435
205650,Frogwares,Frogwares,"500,000 .. 1,000,000",5,199,1999,Adventure,2852,718
1392820,Nikita Kryukov,Nikita Igorevich Studio,"500,000 .. 1,000,000",13,74,149,"Adventure, Indie",28937,998
1283220,Flying Wild Hog,Devolver Digital,"500,000 .. 1,000,000",0,0,0,"Action, Adventure, Free To Play, Indie",5110,616
435120,Rusty Lake,Rusty Lake,"500,000 .. 1,000,000",80,111,199,"Adventure, Indie",8845,374
244090,Firaxis Games,2K,"500,000 .. 1,000,000",0,499,499,"Casual, Strategy",276,162
1801110,tokoronyori,Kodansha,"500,000 .. 1,000,000",57,164,549,"Action, Adventure, Casual, Indie",9216,837
385070,Astronomic Games,New Reality Games,"500,000 .. 1,000,000",0,599,599,"Adventure, Indie, RPG",275,120
1363430,WanadevStudio,WanadevStudio,"500,000 .. 1,000,000",19,0,0,Action,5298,324
805850,Marco Amadei,Corvostudio di Amadei Marco,"500,000 .. 1,000,000",0,0,0,"Action, Free To Play, Massively Multiplayer, Racing, Sports, Strategy",1768,513
2909400,Square Enix,Square Enix,"500,000 .. 1,000,000",1818,1999,4999,"Action, Adventure, RPG",15548,4627
261180,Team Reptile,Team Reptile,"500,000 .. 1,000,000",9,699,1399,"Action, Indie, Sports",5716,351
341000,Eggcode,Eggcode,"500,000 .. 1,000,000",5,749,1499,"Casual, Indie, Simulation, Strategy",3991,406
607080,Double Fine Productions,Xbox Game Studios,"500,000 .. 1,000,000",97,1199,5999,"Action, Adventure",12433,510
1660080,Astrolabe Interactive Inc.,Funcom,"500,000 .. 1,000,000",329,1874,2499,"Adventure, Casual, Indie, Simulation, Early Access",2013,383
986130,ColePowered Games,Fireshine Games,"500,000 .. 1,000,000",286,1249,2499,"Action, Adventure, Indie, RPG",12941,2487
1123770,Passtech Games,Focus Entertainment,"500,000 .. 1,000,000",84,1999,1999,"Action, Adventure",7207,1357
284950,Pixel Puzzles,Pixel Puzzles,"500,000 .. 1,000,000",3,0,0,"Casual, Indie, Simulation",2135,499
2194780,Digital Fusion Inc.,Digital Fusion Inc.,"500,000 .. 1,000,000",1,249,499,"Action, Casual, Indie, Simulation, Strategy",12,1
1281800,Rusty Lake,Rusty Lake,"500,000 .. 1,000,000",48,0,0,"Adventure, Free To Play, Indie",8956,246
2294450,BlackRobe," NPC Entertainment, BlackRobe","500,000 .. 1,000,000",19,1199,1199,"Indie, Simulation, Strategy",559,55
226580,Codemasters,"Codemasters, Electronic Arts","500,000 .. 1,000,000",10,0,0,"Racing, Sports",2475,458
442070,"Jackbox Games, Inc.","Jackbox Games, Inc.","500,000 .. 1,000,000",22,399,999,"Casual, Indie, Strategy",2983,1036
1364020,Studio Surgical Scalpels,Huya Games,"500,000 .. 1,000,000",0,0,0,"Action, Early Access",8915,6936
1296610,Red Nexus Games Inc.,"Red Nexus Games Inc., IndieArk","500,000 .. 1,000,000",574,1199,1999,"Casual, Indie, RPG, Strategy",13369,2624
1276790,Airship Syndicate,Riot Forge,"500,000 .. 1,000,000",46,749,2999,"Indie, RPG",9677,1186
919640,Eugen Systems,Eugen Systems,"500,000 .. 1,000,000",268,999,3999,"Action, Indie, Simulation, Strategy",7215,1850
893180,ATLUS,SEGA,"500,000 .. 1,000,000",42,499,1999,Adventure,8694,1269
248550,Team Reptile,Team Reptile,"500,000 .. 1,000,000",1,749,1499,"Action, Adventure, Indie",999,114
723780,Gameloft,Gameloft,"500,000 .. 1,000,000",0,0,0,"Action, Adventure, Free To Play",4412,2377
2172180,Mi'pu'mi Games GmbH,astragon Entertainment,"500,000 .. 1,000,000",1,999,999,"Adventure, Indie, Strategy",55,2
421120,Amanita Design,Amanita Design,"500,000 .. 1,000,000",10,599,1999,"Adventure, Casual, Indie",4707,337
846770,10tons Ltd,10tons Ltd,"500,000 .. 1,000,000",431,699,1999,"Action, Adventure, Indie, RPG, Simulation",1642,104
337340,Freebird Games,"Freebird Games, Serenity Forge","500,000 .. 1,000,000",16,199,999,"Adventure, Indie, RPG",18353,410
202530,SEGA,SEGA,"500,000 .. 1,000,000",7,499,999,,1401,2064
677160,Total Mayhem Games,Total Mayhem Games,"500,000 .. 1,000,000",78,999,999,"Adventure, Casual, Indie",7976,1949
1761390,SEGA,SEGA,"500,000 .. 1,000,000",270,1575,3939,Action,17905,1128
1173820,Square Enix,Square Enix,"500,000 .. 1,000,000",174,1079,1799,RPG,3484,327
1583230,"Squanch Games, Inc.","Squanch Games, Inc.","500,000 .. 1,000,000",299,999,3999,"Action, Adventure",17202,2146
1072420,"Square Enix, KOEI TECMO GAMES CO., LTD.",Square Enix,"500,000 .. 1,000,000",425,2499,4999,"Action, Adventure, RPG",6679,554
569860,Terrible Toybox,Terrible Toybox,"500,000 .. 1,000,000",5,699,1999,"Adventure, Indie",3673,263
1880330,Shiying Studio,Gamirror Games,"500,000 .. 1,000,000",16,659,1099,"Adventure, Indie, RPG",13769,2880
900270,Pixelatto,Pixelatto,"500,000 .. 1,000,000",17,1234,1234,"Adventure, Indie",8752,472
355790,Cyanide Studio,Nacon,"500,000 .. 1,000,000",34,199,1999,"Action, Adventure",4954,1002
1371580,Angela Game,Imperium Interactive Entertainment,"500,000 .. 1,000,000",2060,749,2999,,11440,5372
1579380,Mimimi Games,Daedalic Entertainment,"500,000 .. 1,000,000",13,1999,1999,"Indie, Strategy",4144,292
1590910,Byte Barrel,Fulqrum Publishing,"500,000 .. 1,000,000",61,1999,1999,"Action, Indie",4083,742
1036890,Flying Wild Hog,Devolver Digital,"500,000 .. 1,000,000",4,1199,3999,"Action, Adventure",3493,1607
1615290,Bad Vices Games,Bad Vices Games,"500,000 .. 1,000,000",25,499,499,"Casual, Indie, Simulation",8044,649
1604000,Nikita Kryukov,Nikita Kryukov,"500,000 .. 1,000,000",23,224,899,"Casual, Indie",18167,556
218740,Might and Delight,Might and Delight,"500,000 .. 1,000,000",1,1999,1999,"Adventure, Indie",2023,402
1519350,Tiburon,Electronic Arts,"500,000 .. 1,000,000",24,0,0,"Casual, Simulation, Sports, Strategy",3856,3395
218820,Tribute Games Inc.,Tribute Games Inc.,"500,000 .. 1,000,000",0,1999,1999,"Action, Adventure, Indie, RPG",1707,719
1342330,Eggcode,Eggcode,"500,000 .. 1,000,000",124,1499,2499,"Casual, Indie, Simulation, Strategy",6607,434
222750,Eugen Systems,Eugen Systems,"500,000 .. 1,000,000",13,499,1999,"Indie, Simulation, Strategy",3847,559
1286530,Hungry Couch Games,tinyBuild,"500,000 .. 1,000,000",0,0,0,"Action, Adventure, Indie, RPG",471,77
2695940,ZTEK Studio,ZTEK Studio,"500,000 .. 1,000,000",182,499,999,"Action, Adventure, Indie",8491,2056
2302660,八名木Games,Gamirror Games,"500,000 .. 1,000,000",62,1259,1399,"Adventure, Indie",6305,235
251150,Nihon Falcom,"XSEED Games, Marvelous USA, Inc.","500,000 .. 1,000,000",69,1999,1999,RPG,8966,597
1179580,BINGOBELL,BINGOBELL,"500,000 .. 1,000,000",71,2499,2499,"Action, Adventure, Indie, RPG",683,218
17450,BioWare,Electronic Arts,"500,000 .. 1,000,000",7,2999,2999,RPG,9656,870
351470,Volens Nolens Games,Volens Nolens Games,"500,000 .. 1,000,000",1,0,0,"Action, Adventure, Casual, Indie, Strategy",430,172
319910,Frozenbyte,Frozenbyte,"500,000 .. 1,000,000",9,2199,2199,"Action, Adventure, Indie",5598,3261
409160,Crows Crows Crows,Crows Crows Crows,"500,000 .. 1,000,000",2,0,0,"Free To Play, Indie",9108,665
65540,Piranha Bytes,THQ Nordic,"500,000 .. 1,000,000",103,499,1999,"Action, RPG",14629,1233
2140020,Firefly Studios,Firefly Studios,"500,000 .. 1,000,000",236,449,1499,"Simulation, Strategy",7470,1211
875210,"USERJOY Technology Co.,Ltd.","USERJOY Technology Co.,Ltd., Phoenix Game","500,000 .. 1,000,000",257,2999,2999,"Action, RPG, Simulation, Strategy",7842,6640
312670,Rebellion,Rebellion,"500,000 .. 1,000,000",18,499,4999,"Action, Adventure",9034,1694
57620,Gaming Minds Studios,Kalypso Media Digital,"200,000 .. 500,000",19,374,1499,Strategy,387,313
1937780,CREATIVE ASSEMBLY,SEGA,"200,000 .. 500,000",38,3999,3999,"Action, Strategy",3234,1836
1609730,Sayan,Sayan,"200,000 .. 500,000",2,749,749,"Action, Early Access",442,45
1220010,TPP Studio,Spiral Up Games,"200,000 .. 500,000",176,1999,1999,"Adventure, Indie, RPG, Simulation, Strategy",6072,892
2445690,Hunter Studio,Hunter Studio,"200,000 .. 500,000",1121,1259,1799,"Action, Adventure, Indie, RPG",6425,1865
1556200,IllFonic,IllFonic Publishing,"200,000 .. 500,000",42,999,1999,Action,3540,1040
530070,Dovetail Games,Dovetail Games - TSW,"200,000 .. 500,000",8,1299,1299,Simulation,5414,1577
245470,Positech Games,Positech Games,"200,000 .. 500,000",10,624,2499,"Indie, Simulation, Strategy",5381,1862
1404850,TrampolineTales,TrampolineTales,"200,000 .. 500,000",149,499,999,"Indie, Simulation, Strategy",9928,702
764030,Aleksandr Golovkin,Aleksandr Golovkin,"200,000 .. 500,000",57,0,0,Free To Play,273,95
892420,托更的修罗,托更的修罗,"200,000 .. 500,000",41,399,399,"Casual, Indie, RPG, Simulation",769,509
684410,ClockStone,Headup,"200,000 .. 500,000",40,999,999,"Simulation, Strategy",6123,555
359900,NeocoreGames,NeocoreGames,"200,000 .. 500,000",7,1499,1499,"Action, Adventure, Indie, RPG",857,472
816340,Ironhide Game Studio,Ironhide Game Studio,"200,000 .. 500,000",136,1499,1499,"Indie, Strategy",6792,292
466300,Beamdog,Beamdog,"200,000 .. 500,000",32,699,1999,"Adventure, RPG",4697,261
1433140,Sumo Digital,Gun Interactive,"200,000 .. 500,000",336,1499,1499,"Action, Indie",14423,7117
2666510,Mister Morris Games,Mister Morris Games,"200,000 .. 500,000",1185,349,699,"Casual, Indie, Simulation, Strategy",12386,392
1662940,GenemesicX,GenemesicX,"200,000 .. 500,000",0,299,299,Indie,12,14
1410640,Microids Studio Paris,Microids,"200,000 .. 500,000",11,799,3999,Adventure,3909,435
435530,DO MY BEST,tinyBuild,"200,000 .. 500,000",25,374,1499,"Action, Adventure, Indie",7705,1133
384490,Harebrained Schemes,"Paradox Interactive, Bandai Namco","200,000 .. 500,000",1,2999,2999,"Action, Adventure, Indie",3010,1623
512250,Vile Monarch,Good Shepherd Entertainment,"200,000 .. 500,000",2,199,199,"Indie, Simulation",3370,332
976590,stillalive studios,astragon Entertainment,"200,000 .. 500,000",64,874,2499,Simulation,4164,1802
2993780,LEVEL5 Inc.,LEVEL5 Inc.,"200,000 .. 500,000",19498,5999,5999,RPG,7019,575
755800,Parallel Space Inc,Parallel Space Inc,"200,000 .. 500,000",148,0,0,"Massively Multiplayer, Strategy, Free To Play",1874,703
262940,Revolution Software Ltd,Revolution Software Ltd,"200,000 .. 500,000",3,499,2499,Adventure,2361,296
408410,EXOR Studios,EXOR Studios,"200,000 .. 500,000",13,1999,1999,"Action, Indie, Strategy",3506,317
2194530,Bone Nail,"Bone Nail, Shochiku (Japan)","200,000 .. 500,000",226,1099,1099,"Indie, RPG, Simulation",11065,640
934780,Fallen Tree Games Ltd,Curve Games,"200,000 .. 500,000",12,399,1999,"Action, Adventure, Indie",2308,780
333640,Freehold Games,Kitfox Games,"200,000 .. 500,000",425,2399,2999,"Adventure, Indie, RPG, Strategy",9912,498
333950,Keen Software House,Keen Software House,"200,000 .. 500,000",24,499,999,"Action, Indie, Simulation, Strategy",3794,3392
1525700,Untitled Studio,Untitled Studio,"200,000 .. 500,000",216,1499,1499,"Simulation, Strategy",10464,868
1283410,Odd Bug Studio,United Label,"200,000 .. 500,000",39,299,2499,"Action, Adventure, Indie",10939,1433
1563180,Cheesecake Dev,Cheesecake Dev,"200,000 .. 500,000",45,699,1999,"Action, Adventure, Casual, Indie, Simulation, Strategy",9146,3275
2071280,Passtech Games,Nacon,"200,000 .. 500,000",2578,1249,2499,"Action, Adventure",12942,3211
1591520,RIVERSIDE SPORTS,RIVERSIDE SPORTS,"200,000 .. 500,000",0,99,99,Action,3914,714
2155180,Envision Entertainment,Envision Entertainment,"200,000 .. 500,000",161,3499,3499,"Simulation, Strategy",3430,629
729000,Alientrap,Alientrap,"200,000 .. 500,000",9,499,1999,"Adventure, Casual, Indie, RPG",3744,288
753420,TEAM HORAY,TEAM HORAY,"200,000 .. 500,000",123,999,999,"Action, Indie",8672,621
3920,Firaxis Games,2K,"200,000 .. 500,000",108,249,999,RPG,6520,374
2495450,Dojin Otome,Kagura Games,"200,000 .. 500,000",268,1599,1999,"Adventure, Casual, RPG, Simulation",8944,229
979110,Bugbyte Ltd.,Bugbyte Ltd.,"200,000 .. 500,000",237,1499,2499,"Indie, RPG, Simulation, Strategy",7778,1231
589780,Deconstructeam,Devolver Digital,"200,000 .. 500,000",8,299,1499,"Adventure, Indie",12057,782
1084160,Haemimont Games,THQ Nordic,"200,000 .. 500,000",363,1349,4499,"Action, Strategy",11576,1364
897450,Team17,Team17,"200,000 .. 500,000",48,499,2499,"Action, Adventure, Casual, Indie",7069,2148
2232840,Euphoric Brothers,Euphoric Brothers,"200,000 .. 500,000",22,0,0,"Action, Adventure, Casual, Indie, Free To Play",6120,5577
674750,Awesome Games Studio,Awesome Games Studio,"200,000 .. 500,000",13,75,399,"Action, Indie",2511,473
699920,Konfa Games,Konfa Games,"200,000 .. 500,000",12,239,799,"Indie, Simulation, Strategy",2862,817
926990,eduweb,eduweb,"200,000 .. 500,000",869,2999,2999,"Action, RPG, Simulation",10029,219
571310,Image & Form Games,Image & Form Games,"200,000 .. 500,000",22,299,1999,"Action, Adventure, Indie",7243,338
1267470,Stove Studio,Gamirror Games,"200,000 .. 500,000",3,1299,1299,"Indie, Strategy",1980,537
1351080,Triskell Interactive,Dotemu,"200,000 .. 500,000",178,988,2299,"Simulation, Strategy",3396,1175
514900,Bloober Team SA,Bloober Team ,"200,000 .. 500,000",3,2999,2999,"Adventure, Indie",4583,1241
220740,Daedalic Entertainment,Daedalic Entertainment,"200,000 .. 500,000",11,1999,1999,"Adventure, Indie",2527,267
3297010,EXO Games,EXO Games,"200,000 .. 500,000",0,399,399,"Action, Casual, Indie",20,0
805940,Agafonoff,Agafonoff,"200,000 .. 500,000",3,299,299,"Action, Adventure, Indie, Massively Multiplayer, RPG",3424,1018
